id,name,brewery_type,street,city,state,postal_code,website_url,phone,longitude,latitude
260,Pagosa Brewing & Grill,brewpub,118 N Pagosa Blvd,Pagosa Springs,Colorado,81147,http://www.pagosabrewing.com,9707312739,,
261,Palisade Brewing Company,brewpub,200 Peach Ave,Palisade,Colorado,81526,http://www.palisadebrewingcompany.com,9704641462,-108.3542553,39.11109565
262,Paonia United Brewing Company,micro,325 Grand Ave,Paonia,Colorado,81428,http://www.paoniaunitedbrew.com,9704177759,-107.5976969,38.86899455
263,Paradox Beer Co,micro,10 Buffalo Ct,Divide,Colorado,80814,http://www.paradoxbeercompany.com,,-105.1550486,38.94440915
264,Parts & Labor Brewing Company,brewpub,402 Main St Unit B,Sterling,Colorado,80751,http://www.partsandlaborbrewing.com,9702228221,,
265,Pdub Brewing Co,brewpub,187 S Purcell Blvd,Pueblo,Colorado,81007,http://www.pdubbrewing.com,7196478864,-104.7084175,38.3164023
266,Peak To Peak Tap & Brew,brewpub,16701 E Iliff Ave,Aurora,Colorado,80013,http://www.peakbrews.com,7204468714,-104.8366181,39.6750535
267,Peak To Peak Tap & Brew,micro,9735 E Colfax Ave,Aurora,Colorado,80010,,,-104.8505299,39.7402157
268,Peaks N Pines Brewing Company,micro,4005 Tutt Blvd,Colorado Springs,Colorado,80922,http://www.peaksnpinesbrewery.com,7193586758,-104.7146045,38.88965993
269,Periodic Brewing LLC,brewpub,115 E 7th St,Leadville,Colorado,80461,http://www.periodicbrewing.com,7203168144,-106.2917767,39.2496419
270,Periodic Brewing Northglenn,micro,2100 E 112th Ave,Northglenn,Colorado,80233,,7208641012,-104.9619495,39.89940226
271,Phantom Canyon Brewing Co,brewpub,2 E Pikes Peak Ave,Colorado Springs,Colorado,80903,http://www.phantomcanyon.com,7196352800,-104.8249314,38.83423935
272,Pikes Peak Brewing,micro,1756 Lake Woodmoor Dr,Monument,Colorado,80132,http://www.pikespeakbrewing.com,7192084098,,
273,Pilothouse Brewing Company,micro,4233 S Buckley Rd,Aurora,Colorado,80013,http://www.pilothousebrewco.com,3039944971,-104.7915508,39.63993222
274,Pints Pub Brewery and Freehouse,brewpub,221 W 13th Ave,Denver,Colorado,80204,http://www.pintspub.com,3035347543,-104.9908538,39.737018
275,Pitchers Sports Restaurant and Brewery,brewpub,1100 W Drake Rd,Fort Collins,Colorado,80526,http://www.pitchersbrewery.com,9704935374,-105.0973959,40.55306785
276,Platt Park Brewing Co.,micro,1875 S Pearl St,Denver,Colorado,80210,http://www.plattparkbrewing.com,3039686674,-104.9805967,39.68267416
277,Primitive Beer LLC,micro,2025 Ionosphere St Unit 101,Longmont,Colorado,80504,http://www.Primitive.beer,9142557436,,
278,Prost Brewing,micro,2540 19th St,Denver,Colorado,80211,http://www.prostbrewing.com,3037291175,-105.0067758,39.761363
279,Pug Ryan's Brewing Company,brewpub,104 Village Pl,Dillon,Colorado,80435,http://www.pugryans.com,9704682145,-106.0467598,39.62832675
280,Pumphouse Brewery and Restaurant,brewpub,540 Main St,Longmont,Colorado,80501,http://www.pumphousebrewery.com,3037020881,-105.1020999,40.1687619
281,Purpose Brewing and Cellars,micro,4025 S Mason St Unit C,Fort Collins,Colorado,80525,http://www.purposebrewing.com,9703774107,,
282,Rails End Beer Company,micro,11625 Reed Ct,Broomfield,Colorado,80020,http://www.railsendbeerco.com,3033538121,-105.0750302,39.9084879
283,Rally King Brewing,micro,1624 S Lemay Ave Unit 4,Fort Collins,Colorado,80525,http://www.rallykingbrewing.com,9705688936,,
284,Ratio Beerworks,micro,2920 Larimer St,Denver,Colorado,80205,http://ratiobeerworks.com,3102669264,-104.9812181,39.7615104
285,Red Leg Brewing Company,micro,4630 Forge Rd Ste B,Colorado Springs,Colorado,80907,http://www.redlegbrewingco.com,7195983776,,
286,Red Mountain Brewing,brewpub,400 Main St,Ouray,Colorado,81427,http://www.redmountainbrewingouray.com,9703259858,-107.671615,38.020713
287,Red Truck Beer Company Ltd.,micro,1020 E Lincoln Ave,Fort Collins,Colorado,80524,,6046824733,-105.0584895,40.58916845
288,Redgarden Brewery,brewpub,1700 Dogwood St,Louisville,Colorado,80027,http://www.redgardenbrewery.com,3036199601,-105.1138827,39.9674475
289,Renegade Brewing Company,micro,918 W 1st Ave,Denver,Colorado,80223,http://renegadebrewing.com,3035345407,-104.9992637,39.71831392
290,Renegade Brewing Company - Production,micro,918 W 1st Ave,Denver,Colorado,80223,http://www.renegadebrewing.com,7204014089,-104.9992637,39.71831392
291,Resolute Brewing Company,micro,7286 S Yosemite St Ste 110,Centennial,Colorado,80112,http://www.resolutebrewingco.com,7207221238,,
292,Riff Raff Brewing,brewpub,274 Pagosa St,Pagosa Springs,Colorado,81147,http://www.riffraffbrewing.com,9702644677,-107.0081546,37.26874006
293,River North Brewery,micro,6021 Washington St Unit A,Denver,Colorado,80216,http://www.rivernorthbrewery.com,7858656057,,
294,Roaring Fork Beer Company,proprietor,1941 Dolores Way,Carbondale,Colorado,81623,http://www.roaringforkbeerco.com,9705105934,,
295,Rock Bottom Brewery - Centerra Promenade,brewpub,6025 Sky Pond Dr,Loveland,Colorado,80538,http://www.rockbottom.com,9706222077,-104.990385,40.418114
296,Rock Bottom Brewery - Colorado Springs,brewpub,3316 Cinema Point Dr,Colorado Springs,Colorado,80922,http://www.rockbottom.com,7195503586,-104.718194,38.8811909
297,Rock Bottom Brewery - Denver,brewpub,1001 16th St Ste 100,Denver,Colorado,80265,http://www.rockbottom.com,3035347616,,
298,Rock Bottom Brewery - Englewood,brewpub,9627 E County Line Rd,Englewood,Colorado,80112,http://www.rockbottom.com,3037929090,,
299,Rock Bottom Brewery - Highlands Ranch,brewpub,1505 Park Central Dr,Highlands Ranch,Colorado,80129,,,,
300,Rock Bottom Brewery - Orchard Cntr,brewpub,14694 Orchard Pkwy Unit 400,Westminster,Colorado,80023,http://www.rockbottom.com,3032551625,,
301,Rock Bottom Brewery - Westminster,brewpub,10633 Westminster Blvd Unit 900,Westminster,Colorado,80020,http://www.rockbottom.com,7205660198,,
302,Rock Cut Brewing Company,micro,390 W Riverside Dr,Estes Park,Colorado,80517,,,-105.5232105,40.37237825
303,Rockslide Brewing Co,brewpub,401 Main St,Grand Junction,Colorado,81501,http://www.rockslidebrewpub.com,9702419311,-108.5659153,39.0670106
304,Rocky Mountain Brewery,micro,625 Paonia St,Colorado Springs,Colorado,80915,http://www.rockymountainbrews.com,7195281651,,
305,"Rocky Mountain Taphouse, LLC",micro,3050 67th Ave Ste 104,Greeley,Colorado,80634,http://www.rockymountaintaphouse.com,9703026551,-104.7859342,40.387892
306,Rockyard Brewing Company,brewpub,880 Castleton Rd,Castle Rock,Colorado,80109,http://www.rockyard.com,3038149273,-104.8723394,39.4096188
307,Royal Gorge Brew Pub,brewpub,413 Main St,Canon City,Colorado,81212,http://www.royalgorgebrewing.com,7193454141,-105.2418113,38.44010539
308,Rustica Brewing Company,micro,2370 S Kalamath St Unit A,Denver,Colorado,80223,http://www.rusticabrewery.com,7203979682,,
309,Saint Patrick's Brewing Company,micro,2842 W Bowles Ave,Littleton,Colorado,80120,http://www.stpatricksbrewco.com,3037187575,-105.024584,39.6125875
310,San Luis Valley Brewing Co,brewpub,631 Main St,Alamosa,Colorado,81101,http://www.slvbrewco.com,7195872337,-105.8742898,37.4681813
311,Sanitas Brewing Co,micro,3550 Frontier Ave Ste A,Boulder,Colorado,80301,http://www.sanitasbrewing.com/,2152667762,,
312,Seedstock Brewery,micro,3610 W Colfax Ave,Denver,Colorado,80204,http://www.seedstockbrewery.com,7204767831,-105.0348519,39.74025203
313,Shamrock Brewing Company,brewpub,108 W 3rd St,Pueblo,Colorado,81003,http://www.shamrockbrewing.com,7195429974,-104.6078644,38.26965302
314,Sherpa Brewery Pvt. Ltd.,contract,1708 W 17th Dr,Golden,Colorado,80401,,,-105.1963424,39.7443713
315,Shoes & Brews,micro,63 S Pratt Pkwy Unit B,Longmont,Colorado,80501,http://www.shoesbrews.com,7203404290,,
316,SKA Brewing,regional,"225 Girard, Bodo Park",Durango,Colorado,81303,,,,
317,Sleeping Giant Brewing Company,micro,2500 W 5th Ave,Denver,Colorado,80204,http://www.sleepinggiantbrewing.com,,-105.0167729,39.7237975
318,Smiling Toad Brewery,micro,1757 S 8th St Ste 100,Colorado Springs,Colorado,80905,http://www.smilingtoadbrewery.com,7194182936,,
319,Smuggler's Brewpub,brewpub,225 South Pine St,Telluride,Colorado,81435,http://www.smugglersbrewpub.com,9707285620,-107.8114274,37.9358018
320,Snowbank Brewing,micro,225 N Lemay Ave Ste 1,Fort Collins,Colorado,80524,http://www.snowbank.beer,9709995658,,
321,SomePlace Else Brewery,micro,6425 W 52nd Ave Unit 6/6B,Arvada,Colorado,80002,,7205124162,,
322,Something Brewery,micro,117 N Main St Unit A,Brighton,Colorado,80601,http://www.somethingbrewery.com,7206601343,,
323,Soul Squared Brewing Co.,micro,6412 N County Road 15,Fort Collins,Colorado,80524,http://www.soulsquaredbrewing.com,,,
324,Soulcraft Brewing,micro,248 W US Highway 50,Salida,Colorado,81201,http://www.soulcraftbeer.com,7195395428,,
325,South Park Brewing,micro,297 1/2 US Hwy 285,Fairplay,Colorado,80440,http://www.southparkbrewingco.com,7198361932,,
326,Southern Sun Pub and Brewery,brewpub,627 S Broadway St,Boulder,Colorado,80305,http://www.mountainsunpub.com,3035430886,,
327,Spangalang Brewery,micro,2736 Welton St Ste 102,Denver,Colorado,80205,http://www.spangalangbrewery.com,3032971276,-104.9770361,39.7552227
328,Spice Trade Brewing,brewpub,7803 Ralston Rd,Arvada,Colorado,80002,http://www.spicetradebrewing.com,3034319000,-105.0841731,39.802334
329,Square Peg Brewerks,micro,625 Main St,Alamosa,Colorado,81101,http://www.squarepegbrewerks.com,7195807472,-105.8742898,37.4681813
330,Station 26 Brewing Co,micro,7045 E 38th Ave,Denver,Colorado,80207,http://www.station26brewing.co,,-104.9062608,39.76935335
331,Steamworks Brewing Co,brewpub,801 E 2nd Ave,Durango,Colorado,81301,http://www.steamworksbrewing.com,9702599200,-107.87979,37.272176
332,Stein Brewing Company,micro,2516 49th St,Boulder,Colorado,80301,http://www.jwellsbrewery.com,3033960384,-105.2378323,40.0238083
333,Storm Peak Brewing Company,micro,1885 Elk River Plz Unit 4,Steamboat Springs,Colorado,80487,http://www.stormpeakbrewing.com,9708791999,,
334,Storybook Brewing,micro,3121 N El Paso St Ste A,Colorado Springs,Colorado,80907,http://www.storybookbrewing.com,7196336266,,
335,Strange Craft Beer Co,micro,1330 Zuni St Ste M,Denver,Colorado,80204,http://www.strangecraft.com,7209852337,,
336,Suds Brothers Brewing Co #2,brewpub,127 E Aspen Ave,Fruita,Colorado,81521,http://www.sudsbrothers2fruita.com,9708581571,-108.7326881,39.1591622
337,Telluride Brewing Co,micro,156 DEF Society Drive,Telluride,Colorado,81435,http://www.telluridebrewingco.com,9707285094,,
338,The Bakers' Brewery,brewpub,531 Silverthorne Ln,Silverthorne,Colorado,80498,http://www.thebakersbrewery.com,9704680170,-106.0672002,39.62976193
339,The Brew On Broadway (The BoB),micro,3445 S Broadway,Englewood,Colorado,80113,http://www.thebrewonbroadway.com,3037815665,-104.98772,39.65416792
340,The Grateful Gnome Sandwich Shoppe and Brewery,brewpub,4369 Stuart St,Denver,Colorado,80212,http://www.thegratefulgnome.com,7205986863,-105.0432655,39.7764426
341,The Intrepid Sojourner Beer Project,micro,925 W 8th Ave,Denver,Colorado,80204,http://sojournerbeers.com,8122498792,-104.9993865,39.7291386
342,The Larimer Beer Company,contract,3620 Newport St,Denver,Colorado,80207,http://www.thelarimer.com,7205076369,-104.9093487,39.76773768
343,The Peak Brewing Company,brewpub,78491 US-40,Winter Park,Colorado,80482,http://www.thepeakwp.com,9707267951,,
344,The Post Brewing Co,brewpub,2027 13th St,Boulder,Colorado,80302,http://www.postbrewing.com,7203723341,-105.2788942,40.01847649
345,The Post Brewing Co,brewpub,105 W Emma St,Lafayette,Colorado,80026,http://www.postbrewing.com,3035932066,-105.0913165,39.99461105
346,The Sandlot Brewery At Coors Field,large,2145 Blake St,Denver,Colorado,80205,http://www.millercoors.com,3032981587,-104.9926484,39.75571836
347,Thirsty Monk Pub Brewery,micro,1604 E 17th Ave,Denver,Colorado,80218,,,-104.9682508,39.743154
348,Three Barrel Brewing Co,brewpub,475 Grand Ave,del Norte,Colorado,81132,http://www.threebarrelbrew.com,7196570681,-106.3567109,37.6790756
349,Three Four Beer Company,brewpub,829 S Shields St,Fort Collins,Colorado,80521,http://www.threefourbeerco.com,9706821560,-105.0959634,40.5726176
350,Tilted Barrel Brew Pub,contract,110 E 29th St,Loveland,Colorado,80538,http://www.tiltedbarrelbrewpub.com,9706198950,-105.0773167,40.42158016
351,Tivoli Brewing Company,micro,900 Auraria Pkwy Unit 240,Denver,Colorado,80204,,3035826039,,
352,Tommyknocker Brewery & Pub,micro,1401 Miner St,Idaho Springs,Colorado,80452,http://www.tommyknocker.com,3035674419,-105.5176775,39.7417505
353,Trinity Brewing,brewpub,1466 Garden of The Gods Rd Ste 184,Colorado Springs,Colorado,80907,http://www.trinitybrew.com,7196340029,,
354,TRVE Brewing Co,micro,2600 W. 2nd Ave Unit 8,Denver,Colorado,80219,http://trvebrewing.com,3033511021,,
355,TRVE Brewing Co. - The Acid Temple,micro,2600 W. 2nd Ave Unit 8,Denver,Colorado,80219,,3033511021,,
356,Tumbleweed Brewing and Wine Company,brewpub,124 S Main St,Yuma,Colorado,80759,http://www.tumbleweedbrewing.com,9706302818,-102.7238865,40.12462759
357,Twisted Pine Brewing Co,brewpub,3201 Walnut St Ste A,Boulder,Colorado,80301,http://www.twistedpinebrewing.com,3037869270,,
358,Two Rascals Brewing Co,micro,147 N 1st St,Montrose,Colorado,81401,http://www.tworascalsbrewing.com,9702498689,-107.8800003,38.4788199
359,Two22 Brew,micro,4550 S Reservoir Rd,Centennial,Colorado,80015,http://www.two22brew.com,7203289038,-104.7601698,39.63429093
360,Upslope Brewing Company - Flatiron Park,micro,1898 S Flatiron Ct Ste 110,Boulder,Colorado,80301,http://www.upslopebrewing.com,,-105.2183136,40.0203098
361,Upslope Brewing Company - Lee Hill,regional,1501 Lee Hill Rd Unit 20,Boulder,Colorado,80304,http://www.upslopebrewing.com,3033961898,,
362,Ursula Brewery,micro,2101 N Ursula St Unit 10,Aurora,Colorado,80045,http://www.ursulabrewery.com,7203248529,,
363,Ute Pass Brewing Co,brewpub,209 E Midland Ave,Woodland Park,Colorado,80863,http://www.utepassbrewingcompany.com,7196868722,-105.0513357,38.9944899
364,Uturn BBQ,brewpub,599 Crossing Dr,Lafayette,Colorado,80026,http://www.uturnbbq.com,3039936033,-105.1016163,40.0035307
365,Vail Brewing Company,micro,41290 US Hwy 6,Vail,Colorado,81657,http://www.vailbrewingco.com,9704704351,,
366,Verboten Brewing,micro,127 E 5th St,Loveland,Colorado,80537,http://www.verbotenbrewing.com,9707757371,-105.0749674,40.39658612
367,Very Nice Brewing Co,micro,20 Lakeview Drive Unit 112,Nederland,Colorado,80466,http://www.verynicebrewing.com,3032583770,,
368,Veteran Brothers Brewing Company,brewpub,21 N Parish Ave,Johnstown,Colorado,80534,https://www.facebook.com/veteranbrothersbrew,9705876786,-104.9061919,40.33713
369,Vine Street Pub & Brewery,brewpub,1700 Vine St,Denver,Colorado,80206,http://www.mountainsunpub.com,3033882337,-104.9627421,39.7434087
370,Vision Quest Brewing Company,micro,2510 47th St Ste A2,Boulder,Colorado,80301,http://www.visionquestbrewing.com,3038986802,,
371,Walter Brewing Company,micro,126 Oneida St,Pueblo,Colorado,81003,http://www.waltersbeer.com,7195420766,-104.6103677,38.26241645
372,WeldWerks Brewing Co.,micro,508 8th Ave,Greeley,Colorado,80631,http://www.weldwerksbrewing.com,9705185226,-104.6911497,40.3998251
373,West Flanders Brewing Co,brewpub,1125 Pearl St,Boulder,Colorado,80302,http://www.wfbrews.com,3034472739,-105.260866,40.0217453
374,Westbound & Down Brewing Company,brewpub,1617 Miner St,Idaho Springs,Colorado,80452,http://www.westboundanddown.com,7205023121,-105.5155002,39.7419049
375,WestFax Brewing Co.,micro,6733 W Colfax Ave,Lakewood,Colorado,80214,http://www.westfaxbrewingcompany.com,3032333742,-105.0710839,39.7415749
376,Westminster Brewing Co,micro,7655 W 108th Ave Ste 600,Westminster,Colorado,80021,http://westminsterbrewingco.com,3032841864,,
377,Whistle Pig Brewing Company,micro,1840 Dominion Way,Colorado Springs,Colorado,80918,http://www.whistlepigbrewing.com,7195981339,-104.7931723,38.92372675
378,Wibby Brewing,micro,209 Emery St,Longmont,Colorado,80501,http://www.wibbybrewing.com,,-105.1002098,40.1623965
379,Wild Woods Brewery,micro,5460 Conestoga Ct,Boulder,Colorado,80301,http://www.wildwoodsbrewery.com,3034841465,-105.2258104,40.0162153
380,WildEdge Brewing Collective,brewpub,111 N Market St,Cortez,Colorado,81321,http://www.wildedgebrewing.com,9705659445,-108.5853117,37.34990058
381,Wiley Roots Brewing Co,micro,625 3rd St Unit D,Greeley,Colorado,80631,http://www.wileyrootsbrewing.com,9706911641,,
382,Wit's End Brewing Co,micro,1330 Zuni St Ste N,Denver,Colorado,80204,http://www.witsendbrewing.com,3033599119,,
383,Wonderland Brewing Co.,micro,5450 W 120th Ave,Broomfield,Colorado,80020,http://www.wonderlandbrewing.com,3039530400,-105.0560819,39.91349895
384,Woods Boss Brewing Company,micro,2210 California St,Denver,Colorado,80205,http://www.woodsbossbrew.com,9149609225,-104.9845374,39.7509153
385,Wynkoop Brewing Co,brewpub,1634 18th St,Denver,Colorado,80202,http://www.wynkoop.com,3032972700,-104.9984831,39.7535446
386,Yampa Valley Brewing Company,micro,106 E Jefferson Ave Unit B,Hayden,Colorado,81639,http://www.yampavalleybrew.com,9702768014,,
387,Zephyr Brewing Co,micro,1609 E 58th Ave Ste G,Denver,Colorado,80216,http://www.zephyrbrewingco.com,7202959374,,
388,Zuni Street Brewing Company,micro,2355 W 29th Ave,Denver,Colorado,80211,http://www.zunistreetbrewing.com,3038626525,-105.015409,39.7585929
389,Zwei Brewing Co,micro,4612 S Mason St Ste 120,Fort Collins,Colorado,80525,http://www.zweibruderbrewing.com,9702232482,,
